Unnamed: 0,zip_code,id,name,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
973,92101,c:61592,Flud,0,10/01/2010,08/08/2013,4/13/2011,09/01/2012,0.5315,1.9205,2.2548,2.9781,12,3,2100000,2,enterprise,0,0,0,1,0,0,0,0,0,0,c:61592,1,1,0,0,0,0,4,1,closed
618,94103,c:35236,Chomp,1,09/09/2009,,11/01/2009,03/11/2010,0.1452,0.5014,0.4959,3.011,10,2,2565000,3,mobile,0,0,1,0,0,0,0,0,0,0,c:35236,0,1,1,0,0,0,3.5,1,acquired
574,94010,c:31968,Origen Therapeutics,0,01/01/1997,08/03/2012,10/03/2007,10/03/2007,10.7589,10.7589,,,0,1,2000000,0,biotech,0,0,0,0,0,0,0,1,0,0,c:31968,0,0,0,0,0,0,1,0,closed
483,27606,c:27620,Inlet Technologies,1,01/01/2003,,7/26/2005,09/08/2008,2.5671,5.6904,2.0027,2.0027,3,3,22400000,1,network_hosting,0,0,0,0,0,0,0,0,0,1,c:27620,1,0,0,1,1,0,3.6667,1,acquired
1151,10011,c:9816,ShopWiki,1,06/01/2005,,07/01/2006,07/01/2006,1.0822,1.0822,6.0027,6.0027,12,1,6250000,1,ecommerce,0,0,0,0,0,0,1,0,0,0,c:9816,0,0,1,0,0,0,1,0,acquired
881,10001,c:52566,Fondu,1,02/01/2010,,11/01/2011,11/01/2011,1.7479,1.7479,1,2.1096,4,1,575000,2,web,0,1,0,0,0,0,0,0,0,0,c:52566,0,1,0,0,0,0,6,0,acquired
841,2143,c:49236,Loudcaster,0,08/01/2009,01/01/2012,08/01/2009,03/01/2010,0,0.5808,0,0,1,2,53000,1,web,0,1,0,0,0,0,0,0,0,0,c:49236,0,1,0,0,0,0,1,1,closed
370,94065,c:2234,TwoFish,1,01/01/2006,,12/01/2006,10/10/2008,0.9151,2.7753,3.0027,3.6466,6,2,9500000,2,ecommerce,0,0,0,0,0,0,1,0,0,0,c:2234,0,0,1,1,0,0,2.5,1,acquired
615,78701,c:3505,Workstreamer,0,10/01/2009,06/01/2013,01/01/2009,7/27/2010,-0.7479,0.8192,-1.7507,0.2521,7,2,3500000,2,enterprise,0,0,0,1,0,0,0,0,0,0,c:3505,0,1,1,0,0,0,1,1,closed
925,10003,c:56989,Qwiki,1,10/01/2009,,07/10/2010,3/31/2011,0.7726,1.4959,-0.5863,3.7534,14,3,10500000,3,photo_video,0,0,0,0,0,0,0,0,0,1,c:56989,1,0,1,0,0,0,6.3333,1,acquired
506,94538,c:28482,Redwood Systems,1,01/01/2008,,10/03/2008,5/30/2012,0.7562,4.4137,2.7836,4.0027,14,4,34250000,2,cleantech,0,0,0,0,0,0,0,0,0,1,c:28482,1,0,1,1,1,0,2.25,1,acquired
704,2451,c:40324,Artisan Pharma,1,01/01/2006,,09/06/2006,7/20/2010,0.6795,4.5507,,,2,5,85381111,0,biotech,0,0,0,0,0,0,0,1,0,0,c:40324,0,0,1,1,1,0,4.6667,1,acquired
179,21093,c:1595,Bill Me Later,1,01/01/2000,,03/01/2006,12/01/2007,6.1671,7.9205,8.0055,11.2548,6,3,100000000,3,web,0,1,0,0,0,0,0,0,0,0,c:1595,1,0,1,0,0,0,2.5,1,acquired
550,15213,c:31294,Bueda,0,01/04/2009,06/01/2013,01/01/2008,07/01/2010,-1.011,1.4877,0.4055,1.3205,3,2,125000,2,advertising,0,0,0,0,1,0,0,0,0,0,c:31294,1,1,0,0,0,0,1,1,closed
764,20191,c:43875,Defywire,0,01/01/2003,05/01/2008,4/26/2005,3/27/2007,2.3178,4.2356,-0.3342,-0.3342,2,2,10600000,1,mobile,0,0,1,0,0,0,0,0,0,0,c:43875,1,0,0,1,0,0,3,1,closed
218,94538,c:16562,Silicon Clocks,1,01/01/2004,,06/02/2006,06/08/2009,2.4192,5.4384,2.0027,2.0027,2,3,26100000,1,semiconductor,0,0,0,0,0,0,0,0,0,1,c:16562,1,0,0,1,0,0,3.5,1,acquired
299,10019,c:18075,TheMarkets,1,01/01/2000,,07/12/2007,07/12/2007,7.5315,7.5315,10.7342,10.7342,2,1,30000000,1,web,0,1,0,0,0,0,0,0,0,0,c:18075,1,0,0,0,0,0,5,1,acquired
1114,60606,c:86120,Netgamix Inc,0,9/24/2010,04/03/2012,10/15/2011,07/01/2012,1.0575,1.7699,1.0301,1.1123,6,3,132885,2,games_video,0,0,0,0,0,1,0,0,0,0,c:86120,0,1,0,0,0,0,1,1,closed
58,95054,c:12173,Sentrigo,1,10/01/2006,,05/08/2007,12/21/2010,0.6,4.2247,-0.7479,4.4767,9,3,9500000,2,software,1,0,0,0,0,0,0,0,0,0,c:12173,0,0,1,1,1,0,2,1,acquired
782,94303,c:44650,Netli,1,01/01/2000,,2/13/2006,2/13/2006,6.1233,6.1233,6.0055,6.0055,9,1,18000000,1,network_hosting,0,0,0,0,0,0,0,0,0,1,c:44650,1,0,0,0,0,0,7,1,acquired
1020,45202,c:70021,Define My Style,0,02/01/2010,01/01/2012,12/02/2011,12/02/2011,1.8329,1.8329,1.7479,1.7479,4,1,690000,1,web,0,1,0,0,0,0,0,0,0,0,c:70021,0,1,0,0,0,0,3,1,closed
280,30305,c:17660,Firethorn,1,01/01/2001,,03/01/2006,01/02/2007,5.1644,6.0055,,,1,3,25131611,0,mobile,0,0,1,0,0,0,0,0,0,0,c:17660,1,0,0,1,0,0,1,1,acquired
873,95134,c:51745,Wellcore,0,01/01/2007,07/01/2013,07/12/2010,07/12/2010,3.5288,3.5288,,,1,1,2000000,0,hardware,0,0,0,0,0,0,0,0,0,1,c:51745,0,0,0,0,0,0,1,1,closed
430,2142,c:25324,Taligen Therapeutics,1,01/01/2004,,08/01/2005,8/23/2010,1.5836,6.6466,5.0055,7.0877,4,3,78750000,2,biotech,0,0,0,0,0,0,0,1,0,0,c:25324,0,0,1,1,0,0,3.5,1,acquired
1065,94403,c:77,Adap.tv,1,11/01/2006,,02/01/2007,3/28/2011,0.2521,4.4055,3.3151,6.7918,27,5,48500000,3,advertising,0,0,0,0,1,0,0,0,0,0,c:77,1,1,1,1,1,0,2.5,1,acquired
312,94107,c:1895,Current Media,0,01/01/2005,8/20/2013,7/29/2005,7/29/2005,0.5726,0.5726,5.1671,8.0082,12,1,15000000,2,network_hosting,0,0,0,0,0,0,0,0,0,1,c:1895,0,0,1,0,0,0,3,0,closed
220,95008,c:16593,ParAccel,1,01/01/2007,,12/10/2007,4/25/2012,0.9397,5.3178,,,13,5,74000000,0,analytics,0,0,0,0,0,0,0,0,0,1,c:16593,1,0,0,1,1,0,5.3333,1,acquired
206,94107-4132,c:16289,Arch Rock Corporation,1,01/01/2005,,10/01/2005,05/02/2007,0.7479,2.3315,2,2,6,2,15000000,1,software,1,0,0,0,0,0,0,0,0,0,c:16289,0,0,1,1,0,0,3,1,acquired
928,10014,c:575,SpiralFrog,0,01/01/2004,3/20/2009,01/01/2006,12/01/2007,2.0027,3.9178,3.0027,5.2192,8,3,45000000,3,games_video,0,0,0,0,0,1,0,0,0,0,c:575,0,0,1,0,0,0,1,0,closed
158,95054,c:15562,Plusmo,1,06/01/2006,,05/01/2008,05/01/2008,1.9178,1.9178,2.0027,2.0027,4,1,4410000,1,mobile,0,0,1,0,0,0,0,0,0,0,c:15562,0,0,1,0,0,0,1,1,acquired
979,20166,c:62432,ZipList,1,01/01/2010,,01/01/2010,11/24/2010,0,0.8959,2,2.6767,9,2,4500000,2,web,0,1,0,0,0,0,0,0,0,0,c:62432,0,0,1,1,0,0,2,1,acquired
1085,94105,c:8100,Involver,1,01/01/2007,,09/02/2008,10/14/2010,1.6712,3.7863,4.6685,5.6849,11,3,11040000,2,software,1,0,0,0,0,0,0,0,0,0,c:8100,0,0,1,1,1,0,2.5,1,acquired
977,94107,c:62262,Lionside,1,01/01/2009,,11/19/2010,11/19/2010,1.8822,1.8822,1.3288,2.9479,6,1,1600000,2,games_video,0,0,0,0,0,1,0,0,0,0,c:62262,0,0,1,0,0,0,3,1,acquired
639,10011,c:3686,Game Trust,1,01/01/2002,,06/01/2005,11/15/2005,3.4164,3.874,7.7534,7.7534,3,2,9000000,1,software,1,0,0,0,0,0,0,0,0,0,c:3686,1,0,0,1,0,0,4,1,acquired
1092,94403,c:82805,Nearbuy Systems,1,04/01/2010,,7/21/2011,11/23/2012,1.3041,2.6493,0,3.6767,4,3,3282327,2,analytics,0,0,0,0,0,0,0,0,0,1,c:82805,1,0,0,0,0,0,2,1,acquired
327,94404,c:196,Visible Path,1,01/01/2002,,03/01/2006,03/01/2006,4.1644,4.1644,5.5836,11.3918,5,2,24700000,5,web,0,1,0,0,0,0,0,0,0,0,c:196,0,0,1,1,0,0,4,1,acquired
494,30308,c:28114,VT Silicon,0,01/01/2002,9/20/2010,09/12/2007,11/19/2008,5.6986,6.8877,,,2,2,8800000,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:28114,1,0,1,0,0,0,1,1,closed
87,90025,c:13277,GetBack,0,09/01/2007,11/22/2010,11/06/2008,11/06/2008,1.1836,1.1836,0.9178,0.9178,1,1,1700000,1,web,0,1,0,0,0,0,0,0,0,0,c:13277,0,0,1,0,0,0,1,0,closed
985,94609,c:63217,Slipstream,0,06/01/2010,05/01/2013,8/31/2010,8/31/2010,0.2493,0.2493,0,0.7781,1,1,20000,2,web,0,1,0,0,0,0,0,0,0,0,c:63217,0,1,0,0,0,0,1,0,closed
432,94538,c:2534,HipLogic,1,01/01/2005,,02/08/2008,12/02/2009,3.1041,4.9205,5.0027,8.3534,10,2,11500000,5,mobile,0,0,1,0,0,0,0,0,0,0,c:2534,0,0,1,1,0,0,2.5,1,acquired
882,94954,c:5264,Dilithium Networks,0,01/01/2001,10/01/2012,4/23/2003,06/03/2010,2.3068,9.4247,4.4986,11.4164,12,7,98170000,3,mobile,0,0,1,0,0,0,0,0,0,0,c:5264,1,0,0,1,1,1,5.2,1,closed
937,94107,c:58512,Yobongo,1,01/01/2010,,3/23/2011,3/23/2011,1.2219,1.2219,0.7479,2.6849,2,1,1350000,3,web,0,1,0,0,0,0,0,0,0,0,c:58512,0,1,0,0,0,0,10,1,acquired
77,60601,c:12957,Brickfish,1,11/01/2005,,7/16/2010,7/16/2010,4.7068,4.7068,2.989,6.863,17,1,940261,2,software,1,0,0,0,0,0,0,0,0,0,c:12957,0,0,1,0,0,0,1,1,acquired
608,2109,c:34499,MyEnergy,1,06/04/2007,,02/01/2009,02/03/2011,1.6658,3.6712,3.6658,3.6712,12,2,4000000,3,web,0,1,0,0,0,0,0,0,0,0,c:34499,0,1,1,0,0,0,3,1,acquired
601,94085,c:34028,LikeList,0,01/01/2008,12/06/2012,12/15/2009,12/15/2009,1.9562,1.9562,1.0027,1.0027,5,1,5000000,1,web,0,1,0,0,0,0,0,0,0,0,c:34028,0,0,1,0,0,0,1,0,closed
392,22201,c:23335,Social Collective,0,4/17/2009,03/06/2012,4/18/2009,4/18/2009,0.0027,0.0027,0.5836,0.5836,3,1,20000,1,web,0,1,0,0,0,0,0,0,0,0,c:23335,0,1,0,0,0,0,1,0,closed
535,98101,c:30526,Pure Networks,1,01/01/2002,,01/11/2006,01/11/2006,4.0301,4.0301,3.0027,3.0027,5,1,12500000,1,network_hosting,0,0,0,0,0,0,0,0,0,1,c:30526,0,0,0,1,0,0,3,1,acquired
736,80112,c:42519,Internet Pawn,0,01/01/2009,03/01/2013,05/05/2010,8/27/2013,1.3397,4.6548,1.3589,1.3753,0,5,7228704,2,finance,0,0,0,0,0,0,0,0,0,1,c:42519,1,0,1,0,0,0,2,1,closed
836,60631,c:48376,NeuroTherapeutics Pharma,0,01/01/2006,06/01/2013,5/20/2010,12/15/2011,4.3836,5.9562,5.4986,5.4986,5,2,55000000,1,biotech,0,0,0,0,0,0,0,1,0,0,c:48376,1,0,0,1,0,0,4,1,closed
165,94404,c:15693,Provade,1,01/01/2004,,1/23/2006,08/11/2010,2.063,6.6137,,,5,4,15180000,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:15693,1,0,1,0,1,0,1,1,acquired
828,95134,c:47587,Infineta Systems,0,01/01/2008,01/01/2012,05/07/2010,06/06/2011,2.3479,3.4301,2.3562,4.0027,4,2,30000000,2,software,1,0,0,0,0,0,0,0,0,0,c:47587,0,0,1,1,0,0,2.5,1,closed
227,78701,c:1669,Challenge Games,1,01/01/2006,,07/10/2008,09/01/2008,2.5233,2.6685,3.0027,4.4247,11,2,14500000,3,network_hosting,0,0,0,0,0,0,0,0,0,1,c:1669,0,0,1,1,0,0,1.5,1,acquired
725,94114,c:421,Crowd Factory,1,01/01/2009,,1/26/2011,1/26/2011,2.0685,2.0685,2.5808,4.3671,6,1,6500000,3,advertising,0,0,0,0,1,0,0,0,0,0,c:421,1,0,0,0,0,0,3,1,acquired
159,38103-4717,c:155621,Friendsignia,0,1/29/2012,06/01/2013,1/29/2012,1/29/2012,0,0,0,0,2,1,15000,1,web,0,1,0,0,0,0,0,0,0,0,c:155621,0,1,0,0,0,0,1,0,closed
709,10013,c:40782,Vizibility,1,07/01/2009,,3/24/2010,02/06/2013,0.7288,3.6055,1.589,4.1041,5,5,4705910,3,mobile,0,0,1,0,0,0,0,0,0,0,c:40782,1,1,0,0,0,0,3,1,acquired
868,94010-4031,c:51306,OpenFeint,1,01/01/2008,,10/21/2010,10/21/2010,2.8055,2.8055,3.0027,4.6493,6,1,3000000,2,games_video,0,0,0,0,0,1,0,0,0,0,c:51306,1,0,0,0,0,0,1,1,acquired
30,10016,c:1088,Tumblr,1,02/01/2007,,10/31/2007,01/01/2012,0.7452,4.9178,3.0438,6.8411,30,6,125250000,5,web,0,1,0,0,0,0,0,0,0,0,c:1088,1,0,1,1,1,1,3.5,1,acquired
609,10013,c:34522,Hotlist,0,01/01/2008,05/01/2013,05/01/2008,01/01/2012,0.3315,4.0027,2.3644,3.6685,8,4,1449998,3,social,0,0,0,0,0,0,0,0,0,1,c:34522,1,1,0,0,0,0,1,1,closed
1102,2139,c:83692,Crashlytics,1,02/01/2011,,10/13/2011,04/10/2012,0.6959,1.189,0.663,2.6247,5,2,6000000,3,mobile,0,0,1,0,0,0,0,0,0,0,c:83692,0,1,1,0,0,0,6,1,acquired
760,55441,c:43831,BridgePoint Medical,1,01/01/2005,,1/23/2007,3/25/2011,2.0603,6.2301,,,7,3,28200000,0,medical,0,0,0,0,0,0,0,0,0,1,c:43831,1,0,0,1,1,0,3,1,acquired
502,94104,c:28428,Recurve,1,08/01/2005,,9/23/2008,6/17/2010,3.1479,4.8795,5.0027,5.0027,5,2,14000000,1,software,1,0,0,0,0,0,0,0,0,0,c:28428,1,0,1,0,0,0,2,1,acquired
295,78730,c:17974,Conformity,0,07/01/2007,01/01/2009,1/28/2009,1/28/2009,1.5808,1.5808,2.2521,2.5342,14,1,3000000,2,enterprise,0,0,0,1,0,0,0,0,0,0,c:17974,0,0,1,0,0,0,1,0,closed
1087,98104,c:81475,Moprise,0,01/01/2010,07/01/2013,07/08/2011,10/07/2011,1.5151,1.7644,0.7479,0.7479,6,2,2238055,1,enterprise,0,0,0,1,0,0,0,0,0,0,c:81475,1,1,0,0,0,0,1,1,closed
1060,94108,c:76543,Plizy,0,09/01/2010,06/01/2013,5/19/2011,12/13/2012,0.7123,2.2849,1.9507,2.2822,5,2,5200000,2,photo_video,0,0,0,0,0,0,0,0,0,1,c:76543,1,0,1,0,0,0,1,1,closed
1105,19428,c:84161,ShopRunner,1,01/01/2010,,8/19/2013,8/19/2013,3.6329,3.6329,1.1479,3.7781,4,1,75000000,4,ecommerce,0,0,0,0,0,0,1,0,0,0,c:84161,1,0,0,0,0,0,1,0,acquired
1084,2494,c:810,RatePoint,0,09/01/2006,02/02/2012,1/29/2007,8/20/2010,0.411,3.9699,4.2521,5.7671,13,4,24500000,4,software,1,0,0,0,0,0,0,0,0,0,c:810,0,0,1,1,1,0,2.5,1,closed
215,92660,c:16488,Digital Performance,0,01/01/2002,10/01/2012,11/27/2006,02/05/2010,4.9068,8.1014,,,3,3,4476171,0,advertising,0,0,0,0,1,0,0,0,0,0,c:16488,1,0,1,0,0,0,2,1,closed
35,78701,c:11042,Gowalla,1,8/28/2007,,2/27/2008,1/28/2010,0.5014,2.4219,2.8192,5.8849,21,3,10400001,3,web,0,1,0,0,0,0,0,0,0,0,c:11042,0,0,1,1,0,0,6,1,acquired
276,80501,c:17633,Copan Systems,1,01/01/2002,,03/08/2006,2/17/2009,4.1836,7.1342,5.0027,5.0027,8,3,68400000,1,network_hosting,0,0,0,0,0,0,0,0,0,1,c:17633,1,0,0,0,1,1,6.5,1,acquired
569,94063,c:3187,Replay Solutions,1,01/01/2004,,12/05/2006,8/18/2008,2.9288,4.6329,,,13,2,15200000,0,software,1,0,0,0,0,0,0,0,0,0,c:3187,0,0,1,1,0,0,2,1,acquired
216,10012,c:164922,Turf Geography Club,0,01/01/2011,02/01/2013,8/15/2011,08/02/2012,0.6192,1.5863,,,2,2,890000,0,mobile,0,0,1,0,0,0,0,0,0,0,c:164922,0,1,0,0,0,0,3,1,closed
1090,94108,c:81886,skyrockit,0,01/01/2001,04/01/2012,07/12/2011,07/12/2011,10.5315,10.5315,,,0,1,2600000,0,mobile,0,0,1,0,0,0,0,0,0,0,c:81886,1,0,0,0,0,0,1,1,closed
901,60563,c:54585,Cartavi,1,01/01/2009,,11/13/2012,11/13/2012,3.8685,3.8685,3.8301,4.0877,7,1,1226270,2,enterprise,0,0,0,1,0,0,0,0,0,0,c:54585,0,1,0,0,0,0,1,1,acquired
46,91101,c:11507,Cramster,1,01/01/2002,,9/25/2008,4/14/2010,6.737,8.2877,6.7534,6.7534,5,2,9000000,1,web,0,1,0,0,0,0,0,0,0,0,c:11507,0,0,1,1,0,0,1,0,acquired
419,95128,c:24860,Certify Data Systems,1,01/01/2004,,8/25/2008,2/15/2012,4.6521,8.1288,6.0055,6.0055,4,4,7210210,1,enterprise,0,0,0,1,0,0,0,0,0,0,c:24860,1,0,1,1,0,0,1,0,acquired
135,94103,c:148750,Wheelz,1,01/01/2011,,9/28/2011,2/22/2012,0.7397,1.1425,0.5808,0.5808,15,2,15700000,1,automotive,0,0,0,0,0,0,0,0,0,1,c:148750,0,0,1,0,0,0,3,1,acquired
798,2451,c:45611,CentrePath,1,01/01/2000,,09/06/2005,4/24/2006,5.6849,6.3151,5.0055,5.0055,4,2,15050000,1,software,1,0,0,0,0,0,0,0,0,0,c:45611,1,0,0,0,1,0,2.5,1,acquired
712,94111,c:4106,VoxPop Network Corporation,1,08/01/2006,,05/01/2007,05/01/2009,0.7479,2.7507,1.5836,4.5315,5,2,3500000,2,games_video,0,0,0,0,0,1,0,0,0,0,c:4106,0,0,1,1,0,0,3,1,acquired
286,95035,c:17775,OpVista,0,01/01/2000,08/01/2009,6/22/2006,05/07/2007,6.4767,7.3507,5.0055,5.0055,2,2,43000000,1,software,1,0,0,0,0,0,0,0,0,0,c:17775,0,0,0,0,1,1,1,1,closed
115,94105,c:144,Metaweb Technologies,1,01/01/2005,,03/01/2006,1/15/2008,1.1616,3.0384,3.2658,5.5397,7,2,57000000,2,web,0,1,0,0,0,0,0,0,0,0,c:144,0,0,1,1,0,0,3.5,1,acquired
81,94105,c:13046,DocVerse,1,09/01/2007,,7/23/2008,7/23/2008,0.8932,0.8932,0.8329,4.2137,8,1,1300000,4,web,0,1,0,0,0,0,0,0,0,0,c:13046,0,1,0,0,0,0,4,1,acquired
699,92121,c:40,Veoh,1,01/01/2004,,07/01/2005,06/03/2008,1.4986,4.4247,4.0877,9.737,15,4,69750000,4,games_video,0,0,0,0,0,1,0,0,0,0,c:40,0,0,1,1,1,1,5,1,acquired
456,2118,c:26460,BzzAgent,1,01/01/2001,,01/01/2004,01/01/2006,3,5.0027,9.6247,10.3945,16,2,14500000,2,advertising,0,0,0,0,1,0,0,0,0,0,c:26460,0,1,0,1,0,0,2,1,acquired
176,94043,c:15887,Hammerhead Systems,0,01/01/2002,3/23/2009,1/31/2006,08/01/2007,4.0849,5.5836,,,2,2,48000000,0,hardware,0,0,0,0,0,0,0,0,0,1,c:15887,0,0,0,0,1,1,6,1,closed
638,15218,c:36742,ThermalTherapeuticSystems,0,06/01/2006,3/13/2013,12/01/2009,11/09/2011,3.5041,5.4438,,,3,2,3508462,0,medical,0,0,0,0,0,0,0,0,0,1,c:36742,1,0,1,0,0,0,3,1,closed
691,94404,c:3962,GuardianEdge Technologies,1,01/01/2002,,06/06/2005,7/23/2007,3.4301,5.5589,7.8384,7.8384,10,3,19500000,1,software,1,0,0,0,0,0,0,0,0,0,c:3962,0,0,1,1,0,0,3.3333,1,acquired
196,90405,c:162116,Gradient X,1,01/01/2012,,6/20/2012,6/20/2012,0.4685,0.4685,1.1041,1.6795,5,1,3750000,3,mobile,0,0,1,0,0,0,0,0,0,0,c:162116,0,0,0,0,0,0,9,1,acquired
906,60555,c:55044,ezzai - how to arabia,0,08/01/2010,08/01/2011,08/01/2010,08/01/2010,0,0,,,1,1,45000000,0,web,0,1,0,0,0,0,0,0,0,0,c:55044,0,0,0,0,0,0,2,0,closed
1033,27607,c:7207,rPath,0,04/01/2005,05/01/2013,1/24/2006,10/22/2010,0.8164,5.5616,4.5562,7.9863,8,4,32500000,3,enterprise,0,0,0,1,0,0,0,0,0,0,c:7207,0,0,1,1,1,1,2.75,1,closed
1115,19312,c:863,Boomi,1,03/01/2000,,01/01/2002,07/01/2008,1.8384,8.3397,5.674,13.5562,4,2,4900000,5,enterprise,0,0,0,1,0,0,0,0,0,0,c:863,0,1,0,1,0,0,1.5,1,acquired
183,94086,c:16066,VoloMedia,0,01/01/2005,02/03/2011,4/20/2007,3/18/2008,2.2986,3.211,3.5945,4.5753,4,2,12000000,3,advertising,0,0,0,0,1,0,0,0,0,0,c:16066,0,0,0,1,1,0,2,1,closed
363,94103,c:220,Flixster,1,1/20/2006,,02/01/2006,04/04/2008,0.0329,2.2055,4.5151,6.9123,12,3,7175000,6,web,0,1,0,0,0,0,0,0,0,0,c:220,0,1,1,1,0,0,2.6667,1,acquired
894,94104,c:54,Wesabe,0,12/01/2005,6/30/2010,02/01/2007,06/01/2007,1.1699,1.4986,0.0849,5.3863,3,2,4700000,4,web,0,1,0,0,0,0,0,0,0,0,c:54,0,1,1,0,0,0,1.5,1,closed
1147,95037,c:9730,OfferLounge,0,01/01/2008,05/01/2010,01/01/2008,01/01/2008,0,0,,,3,1,120000,0,public_relations,0,0,0,0,0,0,0,0,0,1,c:9730,0,1,0,0,0,0,2,0,closed
549,94041,c:3122,NeoEdge Networks,1,05/02/2002,,06/08/2007,12/20/2010,5.1041,8.6411,5.6712,6.8986,10,3,10000000,2,advertising,0,0,0,0,1,0,0,0,0,0,c:3122,1,0,0,1,0,0,1.6667,0,acquired
636,78729,c:36579,SemiSouth Laboratories,0,07/01/2000,06/01/2013,6/14/2005,10/22/2010,4.9562,10.3151,,,0,4,39000000,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:36579,1,0,1,0,0,0,3,0,closed
750,01752-4603,c:43327,Camiant,1,01/01/2003,,3/29/2005,01/11/2007,2.2411,4.0301,,,3,2,16100000,0,software,1,0,0,0,0,0,0,0,0,0,c:43327,0,0,0,1,1,0,2.5,1,acquired
291,94115,c:1789,NuConomy,1,01/01/2006,,04/01/2007,02/01/2008,1.2466,2.0849,2.4986,5.3233,4,2,3300000,3,advertising,0,0,0,0,1,0,0,0,0,0,c:1789,0,1,1,0,0,0,2,1,acquired
671,94110,c:38339,Flowtown,1,02/01/2009,,8/25/2010,8/25/2010,1.5616,1.5616,1.2438,1.7726,6,1,750000,3,analytics,0,0,0,0,0,0,0,0,0,1,c:38339,0,1,0,0,0,0,9,1,acquired
90,30308,c:13410,GlobalCrypto,0,06/01/2006,07/06/2012,11/11/2008,11/11/2008,2.4493,2.4493,,,0,2,1000000,0,software,1,0,0,0,0,0,0,0,0,0,c:13410,1,1,0,0,0,0,2,0,closed
766,10154,c:43915,Bioenvision,0,01/01/1996,8/13/2009,4/30/2007,4/30/2007,11.3342,11.3342,,,3,1,7410000,0,biotech,0,0,0,0,0,0,0,1,0,0,c:43915,1,0,0,0,0,0,3,1,closed
653,95134,c:37712,Teranetics,1,01/01/2000,,11/21/2006,5/27/2010,6.8932,10.4082,,,5,3,52800000,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:37712,1,0,0,0,1,0,5.3333,1,acquired
587,90094,c:3288,WebVisible,0,01/01/2001,10/01/2011,09/01/2005,02/11/2010,4.6685,9.1178,9.7534,12.8027,33,3,37000000,4,software,1,0,0,0,0,0,0,0,0,0,c:3288,0,0,1,1,1,0,1.3333,1,closed
7,94111,c:10179,GoodGuide,1,12/01/2007,,1/19/2009,8/26/2011,1.137,3.737,2.463,3.2164,14,3,14229998,3,web,0,1,0,0,0,0,0,0,0,0,c:10179,0,0,1,1,0,0,3,1,acquired
596,95014,c:33869,ViVu,1,01/01/2009,,9/21/2009,06/09/2011,0.7205,2.4356,0.7671,2.7918,7,2,3000000,2,messaging,0,0,0,0,0,0,0,0,0,1,c:33869,0,0,1,1,0,0,2.5,1,acquired
356,10013,c:21528,avVenta,1,01/01/2005,,1/14/2009,1/14/2009,4.0384,4.0384,6.0027,6.0027,10,1,20000000,1,advertising,0,0,0,0,1,0,0,0,0,0,c:21528,0,0,1,0,0,0,1,0,acquired
542,2906,c:30820,DiJiPOP,1,11/01/2008,,08/01/2009,12/06/2010,0.7479,2.0959,1.6548,2.0959,6,2,2000000,3,advertising,0,0,0,0,1,0,0,0,0,0,c:30820,0,1,0,0,0,0,1.5,1,acquired
443,20005,c:25782,Layer 7 Technologies,1,01/01/2003,,10/26/2006,02/02/2009,3.8192,6.0932,9.0055,9.7726,3,2,19900000,2,software,1,0,0,0,0,0,0,0,0,0,c:25782,1,0,0,1,0,0,2,1,acquired
487,94107,c:278,DeliveryEdge,0,09/01/2006,04/01/2009,12/01/2007,12/01/2007,1.2493,1.2493,2.589,2.589,6,1,1500000,1,ecommerce,0,0,0,0,0,0,1,0,0,0,c:278,0,0,0,0,0,0,1,0,closed
1050,94105,c:75500,Solmentum,0,07/01/2009,11/09/2011,07/01/2009,07/01/2009,0,0,1.2521,1.2521,4,1,325000,1,cleantech,0,0,0,0,0,0,0,0,0,1,c:75500,0,1,0,0,0,0,4,0,closed
1009,94105,c:67806,Pipewise,0,09/01/2010,10/01/2012,2/17/2011,2/17/2011,0.463,0.463,1.2795,1.8192,16,1,3500000,2,enterprise,0,0,0,1,0,0,0,0,0,0,c:67806,0,0,1,0,0,0,5,1,closed
55,98104,c:1212,GridNetworks,0,01/01/2004,8/17/2012,01/01/2006,5/20/2008,2.0027,4.3863,1.5836,4.1918,7,4,30000000,2,network_hosting,0,0,0,0,0,0,0,0,0,1,c:1212,0,1,1,1,0,0,2,1,closed
560,94043-1107,c:31754,MAP Pharmaceuticals,1,01/01/2003,,3/28/2007,3/28/2007,4.2384,4.2384,,,1,1,50000000,0,biotech,0,0,0,0,0,0,0,1,0,0,c:31754,0,0,0,0,0,1,6,1,acquired
429,10016,c:25307,"ORCA, Inc.",1,01/01/2008,,6/21/2009,6/21/2009,1.4712,1.4712,1.0027,1.4712,5,1,2000000,2,ecommerce,0,0,0,0,0,0,1,0,0,0,c:25307,0,0,1,0,0,0,3,1,acquired
